,Genre,Director,imdbRating
1553,Comedy,Natalia Koryncka-Gruz,367.2
1554,Comedy,Nathan Todd Sims,140.4
1555,Comedy,Navin Ramaswaran,486.4
1556,Comedy,Neil Marshall,34797.6
1557,Comedy,Neill Fearnley,2765.2
1558,Comedy,Niall Heery,3306.2
1559,Comedy,Nicholas Stoller,42889.0
1560,Comedy,Nick Cassavetes,643470.0
1561,Comedy,Nick Corirossi,39.0
1562,Comedy,Nicky Phelan,8576.0
1563,Comedy,Nicolas Alberny,125.8
1564,Comedy,Nicole Lucas Haimes,1020.0
1565,Comedy,Nicos Perakis,1381.5
1566,Comedy,Nikolaus Leytner,185.6
1567,Comedy,Norbert ter Hall,1485.2
1568,Comedy,Norris Houk,93.6
1569,Comedy,Ola Simonsson,30.6
1570,Comedy,Olivier Ayache-Vidal,176.8
1571,Comedy,Oscar Sharp,637.5
1572,Comedy,Osmany Rodriguez,153.7
1573,Comedy,Pascal Légitimus,5462.4
1574,Comedy,Pascal Thomas,3032.6
1575,Comedy,Patrick Hagarty,229.1
1576,Comedy,Patty Jenkins,6262.2
1577,Comedy,Paul Andrew Kimball,369.2
1578,Comedy,Paul Cox,319.2
1579,Comedy,Paul Feig,299402.1
1580,Comedy,Paul Fox,4947.1
1581,Comedy,Paul Ragsdale,150.0
1582,Comedy,Paul Solet,34797.6
1583,Comedy,Paul Tarnopol,2618.7
1584,Comedy,Paul Thomas Anderson,818870.2
1585,Comedy,Paul Tibbitt,211044.0
1586,Comedy,Penelope Spheeris,6262.2
1587,Comedy,Pete Docter,3014738.2
1588,Comedy,Peter Andrew,75.4
1589,Comedy,Peter Atencio,195.3
1590,Comedy,Peter Chelsom,136138.8
1591,Comedy,Peter Flynn,262.8
1592,Comedy,Peter Furia,525.4
1593,Comedy,Peter Huyck,114253.6
1594,Comedy,Peter Lepeniotis,116092.8
1595,Comedy,Peter Sohn,471954.0
1596,Comedy,Peter Vass,138.7
1597,Comedy,Petr Zelenka,1445.4
1598,Comedy,Peymon Maskan,202.8
1599,Comedy,Peyton Reed,1525549.1
1600,Comedy,Philip Crippen,198.8
1601,Comedy,Philippe Lefebvre,1536.4
1602,Comedy,Pierre Coffin,2193877.5
1603,Comedy,Pierre Niney,56.0
1604,Comedy,Pif,31528.8
1605,Comedy,Pircalabu Mihai,48.0
1606,Comedy,Prabhudheva,7098.3
1607,Comedy,Prueksa Amaruji,83.3
1608,Comedy,Punit Malhotra,33437.6
1609,Comedy,Radics Péter,940.9
1610,Comedy,Rahul Sankrityan,92.4
1611,Comedy,Raj Nidimoru,14025.0
1612,Comedy,Randall Maynard,313.5
1613,Comedy,Randall Stevens,255.3
1614,Comedy,Raquel Cedar,77.4
1615,Comedy,Ray Telles,80.0
1616,Comedy,Ray Yeung,836.0
1617,Comedy,Reggie Yates,37.2
1618,Comedy,Remy van Heugten,3265.6
1619,Comedy,Renaud Cohen,135.7
1620,Comedy,Rene Hernandez,39.0
1621,Comedy,Rene Potter,178.6
1622,Comedy,Rich Moore,1789508.7
1623,Comedy,Richard Curtis,1626908.4
1624,Comedy,Richard Dean,56.0
1625,Comedy,Richard Ledes,852.5
1626,Comedy,Richard Starzak,186753.8
1627,Comedy,Richard Thorpe,1641.4
1628,Comedy,Riley Stearns,35081.2
1629,Comedy,Rob Benica,4203.9
1630,Comedy,Rob Letterman,329697.9
1631,Comedy,Rob Marshall,624834.0
1632,Comedy,Rob Meltzer,48800.0
1633,Comedy,Rob Minkoff,338762.4
1634,Comedy,Rob Schrab,459.0
1635,Comedy,Rob Zombie,34938.0
1636,Comedy,Robby D.,12.0
1637,Comedy,Robert Deaton,3919.2
1638,Comedy,Robert Hoover,58.4
1639,Comedy,Robert Johnson,96.0
1640,Comedy,Roberts Gannaway,76710.0
1641,Comedy,Rocco Papaleo,10318.0
1642,Comedy,Rod Edge,276159.0
1643,Comedy,Rod Pitts,260.7
1644,Comedy,Rodney Washington,17.0
1645,Comedy,Rodrigo Triana,797.3
1646,Comedy,Rolando Felizola,112.0
1647,Comedy,Ron Lagomarsino,1793.6
1648,Comedy,Ron Oliver,3721.0
1649,Comedy,Ronnie Del Carmen,3014738.2
1650,Comedy,Ronnie Rivera,57.0
1651,Comedy,Roxana Stroe,93.6
1652,Comedy,Roy Ferwerda,31.0
1653,Comedy,Rupert Henning,308.0
1654,Comedy,Russell Brown,144.0
1655,Comedy,Ruut Weissman,256.0
1656,Comedy,Ryan J. Noth,225.5
1657,Comedy,Ryan Mitchelle,2387.0
1658,Comedy,Ryan Murphy,1125.9
1659,Comedy,Ryan O'Leary,96.0
1660,Comedy,Ryan Perez,64.0
1661,Comedy,Ryan Schifrin,34797.6
1662,Comedy,Rémi St-Michel,161.0
1663,Comedy,Said C. Naciri,112.2
1664,Comedy,Sam Bridger,100.8
1665,Comedy,Sam Handel,440.2
1666,Comedy,Sam Milman,138.7
1667,Comedy,Sanaa Hamri,10163.2
1668,Comedy,Sandra Nettelbeck,64219.2
1669,Comedy,Sandro Ventura,213.2
1670,Comedy,Sang-Hyo Yook,388.8
1671,Comedy,Sarah Lazarovic,225.5
1672,Comedy,Sarah Lévy,23.0
1673,Comedy,Sascha Hartmann,1612.8
1674,Comedy,Satoru Hirohara,69.6
1675,Comedy,Scott Jeralds,14402.4
1676,Comedy,Scott L. Montoya,565.8
1677,Comedy,Scott Maccubbin,2077.0
1678,Comedy,Seamus Walsh,3382.5
1679,Comedy,Sean Christopher Lewis,158.7
1680,Comedy,Sean McNamara,18982.4
1681,Comedy,Sean Pierce,86.4
1682,Comedy,Sean Stueve,65.8
1683,Comedy,Sebastian Stein,82.5
1684,Comedy,Sergio Avilés,110.5
1685,Comedy,Seth Green,25797.2
1686,Comedy,Seth MacFarlane,3353434.0
1687,Comedy,Seung-wan Ryoo,13504.2
1688,Comedy,Shakti Soundar Rajan,1842.2
1689,Comedy,Shanra J. Kehl,277.3
1690,Comedy,Sharon Maguire,116239.2
1691,Comedy,Shawn Jones,2077.0
1692,Comedy,Sheldon Wilson,661.5
1693,Comedy,Shyamaprasad,1792.8
1694,Comedy,Simon J. Smith,413323.0
1695,Comedy,Simon Overton,93.6
1696,Comedy,Simranjit Singh Hundal,203.5
1697,Comedy,Sofia Coppola,53069.5
1698,Comedy,Sol Friedman,221.1
1699,Comedy,Staten Cousins-Roe,153.3
1700,Comedy,Stefan Schwartz,10179.6
1701,Comedy,Stelana Kliris,3447.2
1702,Comedy,Stepan Etrych,127.5
1703,Comedy,Stephan A. Hergel,465.0
1704,Comedy,Stephen Lange,226.3
1705,Comedy,Stephen Phelps,37.0
1706,Comedy,Stephen Shimek,1678.5
1707,Comedy,Steve 'Spaz' Williams,101775.9
1708,Comedy,Steve Boyum,9464.4
1709,Comedy,Steve Carr,3787.4
1710,Comedy,Steve Hoefer,376.3
1711,Comedy,Steve Martino,217955.8
1712,Comedy,Steve Pink,106085.1
1713,Comedy,Steven R. Monroe,1313.5
1714,Comedy,Stormy Daniels,8.0
1715,Comedy,Stuart Bowen,149.5
1716,Comedy,Stuart Paul,198.9
1717,Comedy,Suni,9688.0
1718,Comedy,Susan diRende,66.6
1719,Comedy,Svetoslav Stoyanov,897.6
1720,Comedy,Syed Ramish Rizvi,104.4
1721,Comedy,Sylvia Soska,19320.0
1722,Comedy,Taavi Vartia,512.3
1723,Comedy,Tate English,197.6
1724,Comedy,Tatti Sanguineti,94.5
1725,Comedy,Ted Koland,52480.0
1726,Comedy,Tejas Padiaa,194.4
1727,Comedy,Teresa Pelegri,4332.6
1728,Comedy,Terissa Kelton,17.6
1729,Comedy,Terry Miles,577.8
1730,Comedy,Thierry Poiraud,6081.6
1731,Comedy,Thom Harp,208.0
1732,Comedy,Thomas L. Callaway,83.6
1733,Comedy,Tim Hill,8372.0
1734,Comedy,Tim Johnson,488644.4
1735,Comedy,Tim Miller,4295519.1
1736,Comedy,Tim Sutton,1309.0
1737,Comedy,Tod Williams,90744.8
1738,Comedy,Todd Phillips,1352179.7
1739,Comedy,Todd Strauss-Schulson,243701.85
1740,Comedy,Tom Brown,756.5
1741,Comedy,Tom Mankiewicz,153901.5
1742,Comedy,Tom Shadyac,1532516.0
1743,Comedy,Tom Six,25067.6
1744,Comedy,Tom Zuber,4922.4
1745,Comedy,Tomislav Mrsic,4996.8
1746,Comedy,Tomm Jacobsen,5380.2
1747,Comedy,Ton van Zantvoort,207.9
1748,Comedy,Tony Del Duomo,37.8
1749,Comedy,Tor Fruergaard,363.0
1750,Comedy,Torin Langen,486.4
1751,Comedy,Torre Catalano,87.6
1752,Comedy,Toshiya Shinohara,9507.6
1753,Comedy,Trevor Juenger,409.5
1754,Comedy,Trevor Wall,19114.2
1755,Comedy,Troy Miller,2008.8
1756,Comedy,Tyler Perry,11163.3
1757,Comedy,Tyler Ross,28.8
1758,Comedy,Van Elder,488.0
1759,Comedy,Vikram Jayanti,32.0
1760,Comedy,Vince Marcello,2436.0
1761,Comedy,Vincent Harter,46.0
1762,Comedy,Vincent Jennings,319.5
1763,Comedy,Vincent Kesteloot,13610.4
1764,Comedy,Vipul Amrutlal Shah,42847.0
1765,Comedy,Vivieno Caldinelli,292.4
1766,Comedy,Vlado Skafar,74.8
1767,Comedy,Walt Becker,575488.0
1768,Comedy,Walt Dohrn,11678.1
1769,Comedy,Wendy Jo Carlton,821.6
1770,Comedy,Wendy Keeling,58.8
1771,Comedy,Wes Anderson,1337464.76667
1772,Comedy,Wes Craven,132655.0
1773,Comedy,Will Finn,3635.1
1774,Comedy,Will Lovelace,16622.1
1775,Comedy,Will Ryder,46.8
1776,Comedy,Will Slocombe,646.8
1777,Comedy,William Cooper,17.6
1778,Comedy,William Justin Crooks,30.8
1779,Comedy,William Kan,80.0
1780,Comedy,William Karel,133.0
1781,Comedy,William Mullins,85.8
1782,Comedy,Willy Adkins,43.2
1783,Comedy,Wojciech Smarzowski,17667.0
1784,Comedy,Xavier Seron,287.0
1785,Comedy,Xiaolu Xue,10067.2
1786,Comedy,Xiaoxing Yi,993.6
1787,Comedy,Yann Kung,201.5
1788,Comedy,Yann Moreau,125.8
1789,Comedy,Yarrow Cheney,495699.6
1790,Comedy,Yeon-woo Lee,3760.4
1791,Comedy,Yvan Iturriaga,80.0
1792,Comedy,Yûki Aoyama,548.8
1793,Comedy,Zach Bellin,44.1
1794,Comedy,Zach Harris,86.4
1795,Comedy,Zachary Ramelan,486.4
1796,Crime,Adele Morey,112.0
1797,Crime,Adil El Arbi,13454.5
1798,Crime,Aleksander Bach,376131.6
1799,Crime,Aleksey Balabanov,25948.8
1800,Crime,Alex Merkin,49.2
1801,Crime,Alex Prister,36.0
1802,Crime,Andre Emerson,1533.6
1803,Crime,Andrea Di Stefano,98201.4
1804,Crime,Andrew James,364.0
1805,Crime,Anees Bazmee,17640.0
1806,Crime,Anthony Burns,57531.6
1807,Crime,Anthony Giacchino,224.0
1808,Crime,Anton Corbijn,400316.0
1809,Crime,Arran Tenzin Bradstock,60.0
1810,Crime,Arthur Allan Seidelman,711.0
1811,Crime,Attila Árpa,8784.0
1812,Crime,Babak Najafi,488803.2
1813,Crime,Bel Bechara,207.0
1814,Crime,Ben Wade,112.0
1815,Crime,Benny Fredman,710.4
1816,Crime,Bilall Fallah,13454.5
1817,Crime,Brad Anderson,604286.4
1818,Crime,Bradford May,1269.1
1819,Crime,Brian A Miller,10041.6
1820,Crime,Brian Knappenberger,88921.8
1821,Crime,Brian Penders,90.0
1822,Crime,Bruce Davie,112.0
1823,Crime,Caz Stuart,37.0
1824,Crime,Charles Marinaro,136.0
1825,Crime,Charles Robert Carner,16947.7
1826,Crime,Charles-Olivier Michaud,271.4
1827,Crime,Charlotte Landelius,2101.8
1828,Crime,Chelsea Vance,37.8
1829,Crime,Ching-Po Wong,10356.9
1830,Crime,Chookiat Sakveerakul,32157.2
1831,Crime,Chris Cordone,390.6
1832,Crime,Chris Shadley,52404.0
1833,Crime,Christian Doran,112.0
1834,Crime,Christian Duurvoort,108964.8
1835,Crime,Claude Giffel,157.5
1836,Crime,Clayton Miller,1372.8
1837,Crime,Clenet Verdi-Rose,22512.0
1838,Crime,Conor Allyn,2713.2
1839,Crime,Cort Kristensen,307.8
1840,Crime,Craig Sullivan,3587.2
1841,Crime,Daniel Garcia,34.3
1842,Crime,Daniel Lloyd,112.0
1843,Crime,Daniel Schechter,75376.8
1844,Crime,Dave Boyle,8323.2
1845,Crime,David Fincher,4780587.6
1846,Crime,David L.G. Hughes,3351.1
1847,Crime,David Llauger Meiselman,787.2
1848,Crime,David Mackenzie,177920.0
1849,Crime,Declan Lowney,173747.0
1850,Crime,Derek Partridge,159.6
1851,Crime,Dirk Michael Häger,157.5
1852,Crime,Dito Montiel,159295.6
1853,Crime,Don E. FauntLeRoy,23436.0
1854,Crime,Edris Ne,51.2
1855,Crime,Eduardo Quiroz,1640.2
1856,Crime,Edward Zwick,80044.8
1857,Crime,Eric DelaBarre,1072.5
1858,Crime,Eric Stacey,48.4
1859,Crime,Erik Matti,13412.0
1860,Crime,Esben Tønnesen,213.5
1861,Crime,Eugeniusz Korin,3195.8
1862,Crime,Evan Croker,112.0
1863,Crime,Farah Khan,138096.8
1864,Crime,Femi Oyeniran,455.4
1865,Crime,Florent-Emilio Siri,625897.8
1866,Crime,Futoshi Higashide,144765.2
1867,Crime,Geoffrey Sax,6677.6
1868,Crime,Giorgio Serafini,4485.0
1869,Crime,Greg Francis,37365.3
1870,Crime,Guillaume Canet,97324.5
1871,Crime,Guillaume Nicloux,4643.1
1872,Crime,Gábor Rohonyi,3225.6
1873,Crime,Harold Ramis,132066.9
1874,Crime,Hassan Nazer,132.8
1875,Crime,Henrik Stockare,2101.8
1876,Crime,Herman Yau,1873.4
1877,Crime,Hiroshi Morioka,144765.2
1878,Crime,Hong-seon Kim,4296.5
1879,Crime,James Bobin,158816.0
1880,Crime,James C. Hunter,450.5
1881,Crime,James Foley,206333.2
1882,Crime,James Gilbert,90.0
1883,Crime,Jan Schomburg,975.0
1884,Crime,Jane Barrett,112.0
1885,Crime,Jason Miller,264.0
1886,Crime,Jay Oliva,271143.6
1887,Crime,Jean-François Richet,175116.5
1888,Crime,Jeff Wadlow,1367157.0
1889,Crime,Jens Jonsson,21653.1
1890,Crime,Jerry Jameson,23145.1
1891,Crime,Jerry Pyle,109.2
1892,Crime,Jim Wilks,112.0
1893,Crime,Joe Berlinger,15606.0
1894,Crime,Joel Lamangan,34507.2
1895,Crime,Joel Schumacher,61924.8
1896,Crime,John J. Wisniewski,60.5
1897,Crime,John V. Soto,6781.5
1898,Crime,Johnnie To,3510.5
1899,Crime,Jonathan Hensleigh,819435.5
1900,Crime,Jonathan Ogilvie,2095.5
1901,Crime,Jonathan Sobol,120285.9
1902,Crime,Jong-Sik Nam,144765.2
1903,Crime,Jose Quiroz,1640.2
1904,Crime,Joselito Altarejos,420.0
1905,Crime,Joseph Brooks,40.0
1906,Crime,Joseph Payson,109.2
1907,Crime,Joseph Pitchhadze,182.0
1908,Crime,Josh Broecker,64.9
1909,Crime,José Campusano,81.6
1910,Crime,José Padilha,1153789.0
1911,Crime,Josée Dayan,130.0
1912,Crime,João Canijo,2918.7
1913,Crime,Juha Wuolijoki,715.0
1914,Crime,Jules Dassin,50427.3
1915,Crime,Julia Topal Silva,112.0
1916,Crime,Julian Gerighty,873.6
1917,Crime,Julian Jarrold,4042.5
1918,Crime,Justin Lin,1445556.7
1919,Crime,K.C. Bascombe,4681.8
1920,Crime,Kalvadour Peterson,455.4
1921,Crime,Katie Hallahan,55.3
1922,Crime,Katinka Newman,37.8
1923,Crime,Katsuya Tomita,46.8
1924,Crime,Kelvin Tong,3641.6
1925,Crime,Ken Del Vecchio,333.9
1926,Crime,Keren Cytter,60.5
1927,Crime,Kimo Stamboel,24609.0
1928,Crime,Kris Kerehona,112.0
1929,Crime,Kuat Isaev,108.0
1930,Crime,Lab Ky Mo,8341.2
1931,Crime,Leone Marucci,18225.0
1932,Crime,Louis Leterrier,3423940.9
1933,Crime,Luc Besson,564574.5
1934,Crime,Luis Carrasquero Vivas,112.0
1935,Crime,Luke Hendrickson,112.0
1936,Crime,Maggie Kiley,1556.8
1937,Crime,Marc Levin,1201.2
1938,Crime,Marc-André Lavoie,704.9
1939,Crime,Marcela Fernández Violante,93.0
1940,Crime,Marcus Dunstan,13067.4
1941,Crime,Marcus Mortimer,90.0
1942,Crime,Marcus Plantin,90.0
1943,Crime,Marisa Martin,112.0
1944,Crime,Mark Vasconcellos,408.8
1945,Crime,Martin Wood,3946.3
1946,Crime,Martín Rosete,3313.8
1947,Crime,Matías Pinochet,32.0
1948,Crime,Megan Watson,112.0
1949,Crime,Micael Ortiz,112.0
1950,Crime,Michael Caton-Jones,132325.2
1951,Crime,Michael Demetrius,74.4
1952,Crime,Michael Drumm,45.0
1953,Crime,Michael Hurll,90.0
1954,Crime,Michael Hurst,1253.2
1955,Crime,Michael Mann,562698.0
1956,Crime,Michael Winnick,17726.5
1957,Crime,Miguel Sapochnik,558438.3
1958,Crime,Mike Clattenburg,24802.5
1959,Crime,Mike Owens,369.6
1960,Crime,Mohit Suri,76819.2
1961,Crime,Morgan Gardiner,112.0
1962,Crime,Nathaniel Turner,116.0
1963,Crime,Neeraj Pandey,277424.0
1964,Crime,Nick McCallum,149.1
1965,Crime,Nicos Perakis,1381.5
1966,Crime,Niels Arden Oplev,356096.0
1967,Crime,Norma Bailey,1749.9
1968,Crime,Olaf de Fleur Johannesson,1107.2
1969,Crime,Oleg Stepchenko,1361.5
1970,Crime,Olivier Langlois,141.6
1971,Crime,Ozan Aciktan,3831.6
1972,Crime,Paco Cabezas,93295.0
1973,Crime,Paolo Sorrentino,79967.2
1974,Crime,Paul Jackson,90.0
1975,Crime,Peter James Iengo,41.4
1976,Crime,Peter Medak,2524.5
1977,Crime,Peter Whitmore,90.0
1978,Crime,Philippe Lefebvre,1536.4
1979,Crime,Pierre Isoard,151.8
1980,Crime,Pif,31528.8
1981,Crime,Quentin Tarantino,4185096.0
1982,Crime,Qunshu Gao,2230.8
1983,Crime,Ralph E. Portillo,464.4
1984,Crime,Ralph Ziman,18950.8
1985,Crime,Ramiro Meneses,625.6
1986,Crime,Rania Attieh,34.3
1987,Crime,Richard Gage,1213.6
1988,Crime,Richard Karpala,97.5
1989,Crime,Riley Stearns,35081.2
1990,Crime,Rob Thomas,288660.0
1991,Crime,Robert Dornhelm,2593.8
1992,Crime,Robert Rodriguez,339533.6
1993,Crime,Roger Donaldson,325256.4
1994,Crime,Rolando Felizola,112.0
1995,Crime,Ron Howard,204704.0
1996,Crime,Roxana Stroe,93.6
1997,Crime,Ryan Mitchelle,2597.8
1998,Crime,Ryan Polito,117.8
1999,Crime,Sam Hobkinson,655.2
2000,Crime,Sam L.,655.2
2001,Crime,Sam Liu,187050.6
2002,Crime,Sameer Puri,28.0
2003,Crime,Sandro Serpa,207.0
2004,Crime,Scott Waugh,906808.5
2005,Crime,Sefton Hill,54698.6
2006,Crime,Seth Savoy,264.0
2007,Crime,Seung-wan Ryoo,13504.2
2008,Crime,Shoujirou Nishimi,144765.2
2009,Crime,Si Duy Tran,5970.0
2010,Crime,Stephen Daldry,108964.8
2011,Crime,Stephen Tolkin,3261.6
2012,Crime,Steven Knight,328724.0
2013,Crime,Steven M. Smith,4440.8
2014,Crime,Steven Scaffidi,360.0
2015,Crime,Stéphane Beley,873.6
2016,Crime,Tate Steinsiek,258.0
2017,Crime,Terry Hughes,90.0
2018,Crime,Tess Löwenhardt,68.0
2019,Crime,Thomas Farone,1159.6
2020,Crime,Thomas Jackson,2101.8
2021,Crime,Timo Tjahjanto,24609.0
2022,Crime,Timothy Woodward Jr.,2155.95
2023,Crime,Tjebbo Penning,4044.6
2024,Crime,Todd Phillips,1352179.7
2025,Crime,Tom Mankiewicz,153901.5
2026,Crime,Tom Zuber,4922.4
2027,Crime,Tommy Bull,130.5
2028,Crime,Toshiyuki Kubooka,144765.2
2029,Crime,Vera Tomilova,72.0
2030,Crime,Vincent Lecrocq,142.8
2031,Crime,Vita Lusty,235.6
2032,Crime,Wayne Powers,3256.2
2033,Crime,Wolf Gremm,57.6
2034,Crime,Yasuhiro Aoki,144765.2
2035,Crime,Yong-ho Son,411.8
2036,Crime,Yorgos Tsemberopoulos,3073.6
2037,Crime,Yûichirô Hayashi,144765.2
2038,Documentary,A.W. Gryphon,73.8
2039,Documentary,Adam Bhala Lough,5064.6
2040,Documentary,Adam Pertofsky,356.4
2041,Documentary,Adam Salky,62.4
2042,Documentary,Alan R. Griswold II,56.0
2043,Documentary,Albert Solé,292.5
2044,Documentary,Alden Peters,42.0
2045,Documentary,Alex Holmes,12555.2
2046,Documentary,Alexandra Schneider,129.6
2047,Documentary,Alexandra Shiva,1004.4
2048,Documentary,Alexandre Liebert,45.0
2049,Documentary,Andrea James,441.0
2050,Documentary,Andreas Johnsen,1514.5
2051,Documentary,Andrew Kenneth Martin,108.8
2052,Documentary,Andrew Shapter,3287.9
2053,Documentary,Andrew Sherban,165.6
2054,Documentary,Angel Borrego Cubero,237.0
2055,Documentary,Arthur Dong,87.0
2056,Documentary,Ashley Way,2186.8
2057,Documentary,Aurélio Michiles,26.0
2058,Documentary,Ava Warbrick,102.4
2059,Documentary,Ben Epstein,98.4
2060,Documentary,Ben Hopkins,705.0
2061,Documentary,Ben Steinbauer,72.0
2062,Documentary,Ben Strout,880.6
2063,Documentary,Berry Minnott,76.0
2064,Documentary,Beth McCarthy-Miller,1165.6
2065,Documentary,Bill Brummel,44.0
2066,Documentary,Billy Pols,455.0
2067,Documentary,Boaz Dvir,264.0
2068,Documentary,Brendan Culleton,53.2
2069,Documentary,Brent E. Huffman,98.4
2070,Documentary,Brent Hodge,18052.5
2071,Documentary,Brian Knappenberger,88921.8
2072,Documentary,Bryant H. Boesen,742.0
2073,Documentary,Calum MacLeod,127.5
2074,Documentary,Carlos Saura,510.0
2075,Documentary,Caroline Laskow,97.5
2076,Documentary,Caz Stuart,37.0
2077,Documentary,Charles Wilkinson,182.4
2078,Documentary,Charlie David,593.4
2079,Documentary,Charlie Lyne,99.0
2080,Documentary,Chike,480.0
2081,Documentary,Chris Hilson,1842.3
2082,Documentary,Chris Milk,480.0
2083,Documentary,Chris Szwedo,111.0
2084,Documentary,Claire Burnett,33.0
2085,Documentary,Conor Horgan,1388.4
2086,Documentary,Coodie,480.0
2087,Documentary,Craig Griffin,144.0
2088,Documentary,Crystal Moselle,57281.0
2089,Documentary,Cédric Dupire,91.0
2090,Documentary,D.J. Viola,1303.1
2091,Documentary,Daniel E. Catullo,705.2
2092,Documentary,Daniel Hornberger,65.6
2093,Documentary,Daniel Raim,413.6
2094,Documentary,Danny Clinch,1249.4
2095,Documentary,Danny Pudi,69.3
2096,Documentary,Dave Danzara,475.7
2097,Documentary,Dave Meyers,116.6
2098,Documentary,David Aldrich,53.9
2099,Documentary,David Bond,700.4
2100,Documentary,David Grubin,106.6
2101,Documentary,David Jeffcock,108.0
2102,Documentary,Davis Simanis Jr.,180.9
2103,Documentary,Debra Chasnoff,105.6
2104,Documentary,Delila Vallot,195.5
2105,Documentary,Derik Murray,18052.5
2106,Documentary,Dione Newton,33.0
2107,Documentary,Director X.,480.0
2108,Documentary,Eliot Rausch,1357.5
2109,Documentary,Eric Neal Young,82.8
2110,Documentary,Erica Tremblay,180.0
2111,Documentary,Erik White,116.6
2112,Documentary,Errol Morris,160556.0
2113,Documentary,Ester Gould,1380.6
2114,Documentary,Fat Cats,480.0
2115,Documentary,Fran Solomita,1310.4
2116,Documentary,Francis Hanly,108.0
2117,Documentary,Frankie Glass,110.4
2118,Documentary,Gabriel London,73.8
2119,Documentary,Garrett Lenoir,76.0
2120,Documentary,Gaspard Kuentz,91.0
2121,Documentary,George Butler,6537.3
2122,Documentary,Hanh Nguyen,525.6
2123,Documentary,Hannes Schuler,64.0
2124,Documentary,Hannes Vartiainen,362.6
2125,Documentary,Hans-Bruno Kammertöns,46.2
2126,Documentary,Harold Crooks,885.0
2127,Documentary,Harri Mark,116.6
2128,Documentary,Heber Cannon,4764.1
2129,Documentary,Heidi Ewing,530.95
2130,Documentary,Herbert Sveinbjörnsson,110.6
2131,Documentary,Hervé Martin-Delpierre,12176.4
2132,Documentary,Hirokazu Koreeda,98.8
2133,Documentary,Ian Rosenberg,97.5
2134,Documentary,Ian Wittenber,4764.1
2135,Documentary,Ilinca Calugareanu,7522.5
2136,Documentary,Irene Taylor Brodsky,684.0
2137,Documentary,Irina Maldea,53.2
2138,Documentary,Isis Thompson,57.6
2139,Documentary,J.M. Kenny,1072.0
2140,Documentary,Jack Gulick,705.6
2141,Documentary,Jacqui Busséy,165.3
2142,Documentary,James Carman,1360.0
2143,Documentary,James Erskine,1411.2
2144,Documentary,James Marcus Haney,3564.2
2145,Documentary,Jamie Kastner,1168.5
2146,Documentary,Jason Rem,41.0
2147,Documentary,Jay Dahl,32.2
2148,Documentary,Jean-Claude Buie,76.0
2149,Documentary,Jeff Hillegass,96.2
2150,Documentary,Jeff Smith,1693.2
2151,Documentary,Jeff Zimbalist,8232.8
2152,Documentary,Jeffrey Schwarz,363.4
2153,Documentary,Jeremy Coon,5388.9
2154,Documentary,Jim Gabour,1248.0
2155,Documentary,Jim del Conte,65.6
2156,Documentary,Joe Berlinger,15606.0
2157,Documentary,Joel Ashton McCarthy,742.0
2158,Documentary,Joel Johnston,198.8
2159,Documentary,Joey Daoud,118.4
2160,Documentary,John Cork,23.0
2161,Documentary,John Lucas,79.0
2162,Documentary,John Merrow,53.1
2163,Documentary,Jonathan Beswick,378.0
2164,Documentary,Jonathan Bougher,35.0
2165,Documentary,Juan Pablo Roubio,194.4
2166,Documentary,Juha Suonpää,177.6
2167,Documentary,Justin Moe,89.7
2168,Documentary,Kanye West,480.0
2169,Documentary,Kareem Tabsch,118.4
2170,Documentary,Karina Friend Buck,91.2
2171,Documentary,Katinka Newman,37.8
2172,Documentary,Kazim Öz,174.2
2173,Documentary,Keith Melton,2191.8
2174,Documentary,Ken McGill,82.8
2175,Documentary,Kerry Asmussen,1023.0
2176,Documentary,Kevin Dunn,1008.3
2177,Documentary,Kevin Pollak,5027.4
2178,Documentary,Kim Aubry,56.0
2179,Documentary,Kim Longinotto,448.0
2180,Documentary,Kirby Ferguson,729.0
2181,Documentary,Kirk Wolfinger,825.6
2182,Documentary,Koen Suidgeest,121.6
2183,Documentary,Laura Bialis,63.0
2184,Documentary,Laurent Bouzereau,139.1
2185,Documentary,Lee Keable,991.8
2186,Documentary,Leslie Knott,957.6
2187,Documentary,Lewis Bennett,127.5
2188,Documentary,Lian Lunson,280.8
2189,Documentary,Lisa Scafuro,131.2
2190,Documentary,Liz Garbus,51877.6
2191,Documentary,Lorin Morgan Richards,309.4
2192,Documentary,Lucas Santo,63.9
2193,Documentary,Lucy Martens,957.6
2194,Documentary,Lukasz Konopa,47.0
2195,Documentary,Luke Walker,8195.8
2196,Documentary,Mads Brügger,9760.1
2197,Documentary,Malcolm Clarke,5936.0
2198,Documentary,Mani Nasry,178.5
2199,Documentary,Marc Levin,1201.2
2200,Documentary,Marc Wiese,79.0
2201,Documentary,Marcel Schüpbach,113.6
2202,Documentary,Marco Espirito Santo,44.0
2203,Documentary,Marcus Viner,110.4
2204,Documentary,Mark Jones,56.0
2205,Documentary,Marston Sawyers,4764.1
2206,Documentary,Martyn Atkins,1628.0
2207,Documentary,Mat Hodgson,5157.8
2208,Documentary,Matt Knighton,60.8
2209,Documentary,Matt Lenski,37.1
2210,Documentary,Matt Livadary,910.0
2211,Documentary,Matthew Roberts,33.0
2212,Documentary,Matthias Thönnissen,32.0
2213,Documentary,Max Bervy,127.3
2214,Documentary,Max Joseph,71.0
2215,Documentary,Melissa Jo Peltier,298.2
